area_type,availability,address,size,society,total_sqft,bath,balcony,price
Built-up  Area,19-12-2023,"Church Street,Bangalore",4 BHK,CoDast ,2920,4,3,536
Super built-up  Area,Ready To Move,"Ckikkakammana Halli,Bangalore",2 BHK,Radhian,902,2,2,42
Plot  Area,Ready To Move,"Classic Paradise Layout,Bangalore",5 Bedroom,,1560,5,1,145
Super built-up  Area,Ready To Move,"Classic Paradise Layout,Bangalore",2 BHK,,1210,2,2,53
Built-up  Area,Ready To Move,"Cleveland Town,Bangalore",3 BHK,Coner C,1991,3,2,160
Super built-up  Area,Ready To Move,"Cleveland Town,Bangalore",2 BHK,Lehidrc,1100,2,1,85
Super built-up  Area,20-12-2023,"CMH Road,Bangalore",3 BHK,,2665,3,1,350
Super built-up  Area,Ready To Move,"Coconut Garden,Bangalore",3 BHK,,1800,3,3,80
Plot  Area,Ready To Move,"Coconut Garden,Bangalore",3 Bedroom,,600,3,1,90
Built-up  Area,Ready To Move,"Coconut Grove Layout,Bangalore",2 BHK,Naenti ,1007,2,2,43
Super built-up  Area,Ready To Move,"Coconut Grove Layout,Bangalore",2 BHK,,1272,2,2,51.5
Super built-up  Area,Ready To Move,"Coconut Grove Layout,Bangalore",2 BHK,Srarkav,1156,2,2,46
Built-up  Area,Ready To Move,"Coconut Grove Layout,Bangalore",2 BHK,,1007,2,2,48
Super built-up  Area,Ready To Move,"Coconut Grove Layout,Bangalore",3 BHK,Keleti ,1515,3,3,80.5
Super built-up  Area,Ready To Move,"Coffee Board Layout,Bangalore",3 BHK,Calyxy ,3045,3,2,170
Super built-up  Area,Ready To Move,"Coffee Board Layout,Bangalore",2 BHK,Tepleee,1155,2,3,56
Super built-up  Area,Ready To Move,"Coffee Board Layout,Bangalore",3 BHK,Sanstya,1653,3,2,90
Built-up  Area,Ready To Move,"Cooke Town,Bangalore",1 BHK,,565,1,1,35
Built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,,2388,4,3,239
Plot  Area,Ready To Move,"Cooke Town,Bangalore",3 Bedroom,,2572,3,3,390
Plot  Area,Ready To Move,"Cooke Town,Bangalore",5 Bedroom,,2043,6,,375
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",4 BHK,,3950,4,,450
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,,1500,3,3,95
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",2 BHK,,1710,2,2,200
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",2 BHK,,1310,2,2,111
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",4 BHK,,3900,5,,415
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,Sagalhi,2560,4,,310
Plot  Area,Ready To Move,"Cooke Town,Bangalore",3 Bedroom,,2600,3,1,375
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,,1700,3,3,120
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",2 BHK,,1100,2,3,90
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,,2300,3,1,250
Built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,Sillaa ,1850,3,3,110
Super built-up  Area,Ready To Move,"Cooke Town,Bangalore",3 BHK,Scenth ,1600,3,2,260
Super built-up  Area,Ready To Move,"cooketown,Bangalore",3 BHK,,1900,3,2,190
Super built-up  Area,Ready To Move,"cooketown,Bangalore",3 BHK,,1800,3,3,192
Built-up  Area,Ready To Move,"Cottonpet,Bangalore",2 BHK,,850,2,1,75
Built-up  Area,Ready To Move,"Cottonpet,Bangalore",4 Bedroom,,1750,2,1,225
Plot  Area,Ready To Move,"Cottonpet,Bangalore",4 Bedroom,,971,2,2,135
Plot  Area,Ready To Move,"Cottonpet,Bangalore",5 Bedroom,,958,3,1,210
Plot  Area,Ready To Move,"Cottonpet,Bangalore",8 Bedroom,,1224,4,0,200
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",3 BHK,,1975,3,3,150
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",1 BHK,EGdiaAr,605,1,1,29
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",3 BHK,,1650,3,3,100
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",3 BHK,ElentAp,1730,3,3,140
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",3 BHK,,1600,3,1,150
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,Eledst ,1250,2,2,95
Built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,,1100,2,1,166
Built-up  Area,Ready To Move,"Cox Town,Bangalore",4 Bedroom,,1495,2,1,300
Built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,,1280,2,1,120
Built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,,1073,2,2,72
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,Santspa,1000,2,3,58
Super built-up  Area,Ready To Move,"Cox Town,Bangalore",2 BHK,,1200,2,2,140
Plot  Area,Ready To Move,"CQAL Layout,Bangalore",4 Bedroom,,3811,3,2,475
Super built-up  Area,Ready To Move,"CQAL Layout,Bangalore",3 BHK,,1200,2,2,75
Plot  Area,Ready To Move,"CQAL LAYOUT C BLOCK,Bangalore",3 Bedroom,,1200,3,1,160
Super built-up  Area,Ready To Move,"CR Layout,Bangalore",3 BHK,,1495,3,,200
Super built-up  Area,Ready To Move,"Craig Park Layout,Bangalore",2 BHK,Cearkry,1010,2,3,148
Super built-up  Area,Ready To Move,"Crimson Layout,Bangalore",2 BHK,ARntyne,1230,2,2,57
Super built-up  Area,Ready To Move,"Crimson Layout,Bangalore",2 BHK,ARntyne,1250,2,2,60
Super built-up  Area,Ready To Move,"Crimson Layout,Bangalore",3 BHK,ARntyne,1830,3,2,95
Super built-up  Area,Ready To Move,"Cubbon Road,Bangalore",4 BHK,,5422,6,,1900
Super built-up  Area,18-02-2023,"Cunningham Road,Bangalore",3 BHK,Lelia M,3815,3,1,763
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",4 BHK,,5270,4,3,1250
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,Lelia M,3875,3,2,864
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,Lelia M,3875,3,2,800
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,LeDuvMy,2880,3,2,501
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,,2275,3,3,285
Super built-up  Area,19-07-2023,"Cunningham Road,Bangalore",3 BHK,,3489,3,1,662
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,Lelia M,4170,3,2,800
Super built-up  Area,19-12-2023,"Cunningham Road,Bangalore",4 BHK,,5108,5,2,995
Plot  Area,Ready To Move,"Cunningham Road,Bangalore",5 Bedroom,,2925,5,3,936
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,Lelia M,2700,3,1,501
Plot  Area,Ready To Move,"Cunningham Road,Bangalore",4 Bedroom,,7500,6,2,1800
Super built-up  Area,Ready To Move,"Cunningham Road,Bangalore",3 BHK,LeDuvMy,2880,3,2,560
Super built-up  Area,18-08-2023,"CV Raman Nagar,Bangalore",2 BHK,,1230,3,2,47
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,1070,2,1,55
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,VeSkyva,1726,3,3,145
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,1028,2,1,49
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Srshq T,1550,3,3,65
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Srshq T,1120,2,2,55
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,AnncyRe,740,2,1,37
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Pu270a ,1392,2,1,98
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Villeka,1070,2,2,47.5
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Pu270a ,1825,3,2,126
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Madener,1025,2,2,50
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Keera R,1525,2,3,67
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Roareta,1198,2,2,60
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Chhalut,1560,2,2,85
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Chhamku,1590,2,3,85
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,RatraNa,1100,2,1,58
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,ARestco,1051,2,3,61
Plot  Area,Ready To Move,"CV Raman Nagar,Bangalore",4 Bedroom,,1100,4,2,220
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",1 BHK,Pu270a ,705,1,1,57
Super built-up  Area,18-07-2023,"CV Raman Nagar,Bangalore",2 BHK,,1225,2,2,47.88
Carpet  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Mancyes,1000,2,1,38.5
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Srshq T,1435,2,2,60
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,JKmesHo,1020,2,1,55
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,Chhamku,1285,2,2,65
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,1030,2,,35
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Satlea ,1835,3,2,160
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Pu270a ,1836,3,2,148
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,JKmesHo,1040,2,1,50
Super built-up  Area,18-07-2023,"CV Raman Nagar,Bangalore",2 BHK,Pu270a ,1392,2,1,95
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",1 BHK,Pu270a ,705,2,1,50
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,1125,2,1,46
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,,1400,2,2,78
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,Pu270a ,1980,4,1,180
Super built-up  Area,18-01-2023,"CV Raman Nagar,Bangalore",3 BHK,Pu270a ,1980,4,2,166
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,,1400,2,2,78
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,907,2,2,38
Super built-up  Area,17-03-2023,"CV Raman Nagar,Bangalore",2 BHK,Pu270a ,1392,2,1,110
Super built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",3 BHK,,1480,3,2,65
Super built-up  Area,18-01-2023,"CV Raman Nagar,Bangalore",2 BHK,,1227,2,2,42.88
Super built-up  Area,18-04-2023,"CV Raman Nagar,Bangalore",2 BHK,,1225,2,2,48
Super built-up  Area,18-05-2023,"CV Raman Nagar,Bangalore",3 BHK,Pu270a ,1659,3,1,135
Plot  Area,Ready To Move,"CV Raman Nagar,Bangalore",5 Bedroom,,1200,2,1,100
Built-up  Area,Ready To Move,"CV Raman Nagar,Bangalore",2 BHK,,1310,2,1,62
Built-up  Area,Ready To Move,"D Group Employees Layout,Bangalore",5 Bedroom,,600,4,3,76
Super built-up  Area,Ready To Move,"D Group Employees Layout,Bangalore",4 BHK,,1200,4,1,230
Built-up  Area,Ready To Move,"D Group Employees Layout,Bangalore",5 Bedroom,,4400,5,3,240
Super built-up  Area,Ready To Move,"D Souza Layout,Bangalore",3 BHK,Niateki,4634,4,3,1015
Built-up  Area,Ready To Move,"Daadys Gaarden Layout,Bangalore",3 BHK,InockHo,1600,3,0,80
Built-up  Area,Ready To Move,"Daadys Gaarden Layout,Bangalore",3 BHK,InockHo,1740,3,2,55
Super built-up  Area,Ready To Move,"Daadys Gaarden Layout,Bangalore",3 BHK,InockHo,1600,3,3,72
Super built-up  Area,20-06-2023,"Dairy Circle,Bangalore",3 BHK,Soeurri,1855,3,1,225
Super built-up  Area,21-05-2023,"Dairy Circle,Bangalore",3 BHK,Soeurri,1980,3,2,224
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",4 BHK,Soeurri,3730,6,2,450
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",4 BHK,Soeurri,3754,6,2,430
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",4 BHK,Soeurri,3754,6,2,480
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",3 BHK,Soeurri,2251,4,2,370
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",2 BHK,Soeurri,1541,2,1,181
Super built-up  Area,21-05-2023,"Dairy Circle,Bangalore",3 BHK,Soeurri,2048,3,2,206
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",3 BHK,Soeurri,2735,4,2,340
Super built-up  Area,Ready To Move,"Dairy Circle,Bangalore",4 BHK,Soeurri,3730,6,2,430
Super built-up  Area,17-09-2023,"Dasanapura,Bangalore",2 BHK,Tavenew,708,2,2,37
Built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,965,2,1,42.5
Plot  Area,Ready To Move,"Dasanapura,Bangalore",2 Bedroom,,1500,3,1,65
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,708,1,1,40
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",3 BHK,Tavenew,1286,3,2,61.44
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",1 BHK,Tavenew,708,1,0,28.32
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,814,2,1,42
Built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,1163,2,1,65
Built-up  Area,Ready To Move,"Dasanapura,Bangalore",4 Bedroom,,2400,5,2,100
Super built-up  Area,18-05-2023,"Dasanapura,Bangalore",3 BHK,Tavenew,1286,2,1,68
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,545,2,1,22.34
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,708,2,1,31.15
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,814,2,1,53
Super built-up  Area,18-04-2023,"Dasanapura,Bangalore",2 BHK,Tavenew,966,2,1,58
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",1 BHK,Tavenew,708,1,1,41
Super built-up  Area,Ready To Move,"Dasanapura,Bangalore",2 BHK,Tavenew,814,2,1,43.7
Super built-up  Area,Ready To Move,"Dasappa Layout,Bangalore",2 BHK,,920,2,1,46
Plot  Area,Ready To Move,"Dasappa Layout,Bangalore",5 Bedroom,,1200,5,2,85
Plot  Area,Ready To Move,"Dasappa Layout,Bangalore",7 Bedroom,,1500,7,3,130
Built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Syonyph,1150,2,0,70
Built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,,1300,2,2,50
Plot  Area,Ready To Move,"Dasarahalli,Bangalore",7 Bedroom,,2400,3,3,150
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Syonyph,1295,2,1,65
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",3 BHK,Syonyph,1520,2,1,75
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,,1300,2,3,55
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",3 BHK,Sooneoo,1901,3,2,119
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",3 BHK,Prndsde,2100,3,3,120
Plot  Area,Ready To Move,"Dasarahalli,Bangalore",3 Bedroom,,2400,2,1,152
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Syonyph,1220,2,2,52
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Indesve,1375,2,1,60
Built-up  Area,Ready To Move,"Dasarahalli,Bangalore",3 BHK,Sooneoo,1950,3,2,125
Super built-up  Area,18-04-2023,"Dasarahalli,Bangalore",2 BHK,KSliaor,1333,2,1,86.65
Super built-up  Area,18-07-2023,"Dasarahalli,Bangalore",2 BHK,KSliaor,1333,2,1,78.56
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Syonyph,1220,2,2,62
Built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,Prndsde,1200,2,2,42
Super built-up  Area,Ready To Move,"Dasarahalli,Bangalore",2 BHK,,1160,2,2,49
Plot  Area,Ready To Move,"Deepanjali Nagar,Bangalore",3 Bedroom,,2320,2,0,160
Built-up  Area,Ready To Move,"Defence Colony,Bangalore",2 BHK,,1150,2,2,125
Super built-up  Area,Ready To Move,"Defence Colony,Bangalore",2 BHK,Vantspa,1150,2,2,126
Super built-up  Area,Ready To Move,"Defence Colony,Bangalore",4 BHK,Masta A,6600,4,,986
Super built-up  Area,Ready To Move,"Defence Colony,Bangalore",4 BHK,,2800,4,3,365
Built-up  Area,Ready To Move,"Defence Colony,Bangalore",2 BHK,Inshath,1270,2,,172
Plot  Area,Ready To Move,"Defence Colony,Bangalore",10 Bedroom,,7150,13,,3600
Plot  Area,Ready To Move,"Defence Colony,Bangalore",6 Bedroom,,8000,6,3,2800
Plot  Area,Ready To Move,"Defence Layout,Bangalore",3 Bedroom,,1200,3,1,130
Built-up  Area,Ready To Move,"Dena Bank Colony,Bangalore",3 BHK,Aliewe ,1391,2,3,64.5
Built-up  Area,Ready To Move,"Dena Bank Colony,Bangalore",2 BHK,Chntsat,1100,2,2,75
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",2 BHK,,1408,2,2,85
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",3 BHK,Sabixtt,1282,2,2,52.43
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",2 BHK,Oznuean,1174,2,1,59
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",1 BHK,Sabixtt,658,1,0,26.91
Super built-up  Area,18-08-2023,"Devanahalli,Bangalore",2 BHK,Derdsig,1360,2,1,65
Plot  Area,18-10-2023,"Devanahalli,Bangalore",4 Bedroom,Amais V,2400,5,2,190
Super built-up  Area,19-04-2023,"Devanahalli,Bangalore",2 BHK,Oznuean,1260,2,2,66.78
Super built-up  Area,19-12-2023,"Devanahalli,Bangalore",3 BHK,Jurdsig,1630,,,74.82
Super built-up  Area,19-12-2023,"Devanahalli,Bangalore",1 BHK,Sabixtt,658,1,1,34
Built-up  Area,20-02-2023,"Devanahalli,Bangalore",4 Bedroom,BrereAt,3210,,,192
Super built-up  Area,22-12-2023,"Devanahalli,Bangalore",3 BHK,Sabixtt,1282,2,2,68.52
Plot  Area,Immediate Possession,"Devanahalli,Bangalore",,Ajleyor,1950,,,46.8
Plot  Area,Immediate Possession,"Devanahalli,Bangalore",,Emngs S,3752.5,,,177.12
Built-up  Area,Ready To Move,"Devanahalli,Bangalore",4 Bedroom,Soyleif,5000,5,2,395
Plot  Area,Ready To Move,"Devanahalli,Bangalore",4 Bedroom,Soyleif,6136,4,,560
Plot  Area,Ready To Move,"Devanahalli,Bangalore",5 Bedroom,,2400,5,3,100
Plot  Area,Ready To Move,"Devanahalli,Bangalore",3 Bedroom,Prowser,1600,3,2,180
Plot  Area,Ready To Move,"Devanahalli,Bangalore",4 Bedroom,Soacyst,5000,4,3,465
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,Brntsal,1010,2,1,51
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,Cerdsga,1080,2,0,53.35
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,Brrds O,1080,2,1,44
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",1 BHK,,1200,1,0,95
Super built-up  Area,18-05-2023,"Devanahalli,Bangalore",1 BHK,Sabixtt,698.5,1,0,28.57
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,Brrds O,1080,2,1,52
Plot  Area,Ready To Move,"Devanahalli,Bangalore",4 Bedroom,Soyleif,6136,4,,550
Plot  Area,18-01-2023,"Devanahalli,Bangalore",3 Bedroom,Ozdiaan,1200,3,1,145
Super built-up  Area,21-07-2023,"Devanahalli,Bangalore",3 BHK,Oznuean,1700,3,0,88.2
Super built-up  Area,22-11-2023,"Devanahalli,Bangalore",3 BHK,Sabixtt,1498,3,3,79.15
Built-up  Area,Ready To Move,"Devanahalli,Bangalore",4 Bedroom,Pardst ,4920,4,0,393.5
Super built-up  Area,22-11-2023,"Devanahalli,Bangalore",3 BHK,Sabixtt,1466,3,3,77.59
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",1 BHK,,775,1,0,39
Super built-up  Area,18-05-2023,"Devanahalli,Bangalore",1 BHK,Pardsri,1020,2,1,49.87
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,,1045,2,2,48
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",3 BHK,,1550,3,1,85
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",3 BHK,Brrds O,1200,2,1,55.08
Super built-up  Area,18-05-2023,"Devanahalli,Bangalore",2 BHK,Derdsig,1340,2,1,65
Built-up  Area,18-03-2023,"Devanahalli,Bangalore",3 Bedroom,,2125,3,1,107
Super built-up  Area,18-05-2023,"Devanahalli,Bangalore",2 BHK,Jurdsig,1230,2,1,56.45
Super built-up  Area,19-12-2023,"Devanahalli,Bangalore",2 BHK,Jurdsig,1360,2,0,62.43
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",1 BHK,Sabixtt,658,1,1,26.91
Super built-up  Area,18-07-2023,"Devanahalli,Bangalore",3 BHK,Cerdsga,1290,2,1,62
Built-up  Area,Ready To Move,"Devanahalli,Bangalore",2 BHK,Brrds O,1010,2,1,58
Super built-up  Area,18-04-2023,"Devanahalli,Bangalore",3 BHK,Sabixtt,1466,3,3,59.96
Super built-up  Area,19-12-2023,"Devanahalli,Bangalore",3 BHK,Jurdsig,1520,2,1,69.76
Super built-up  Area,Ready To Move,"Devanahalli,Bangalore",1 BHK,Pardsri,1075,,,52.57
Super built-up  Area,18-05-2023,"Devanahalli Int. Airport,Bangalore",2 BHK,,1380,2,1,80
Super built-up  Area,18-05-2023,"Devanahalli Int. Airport,Bangalore",2 BHK,,1080,2,1,62
Plot  Area,Ready To Move,"Devanahalli Int. Airport,Bangalore",4 Bedroom,,4800,5,2,350
Super built-up  Area,18-06-2023,"Devanahalli Road,Bangalore",3 BHK,Ozana U,1532,3,3,92
Plot  Area,Ready To Move,"Devanahalli Road,Bangalore",5 Bedroom,,1320,5,2,199
Plot  Area,Ready To Move,"Devara Jeevanahalli,Bangalore",4 Bedroom,,400,2,2,35
Built-up  Area,Ready To Move,"Devara Jeevanahalli,Bangalore",3 Bedroom,,1650,3,0,52
Plot  Area,Ready To Move,"Devara Jeevanahalli,Bangalore",7 Bedroom,,1300,4,1,52
Built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",3 BHK,Sorisa ,1750,3,3,149
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",2 BHK,,1100,2,1,70
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",3 BHK,Sorisa ,1672,3,2,150
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",3 BHK,Sorisa ,1670,3,2,160
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",3 BHK,Sorisa ,1750,3,2,150
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",2 BHK,,1296,2,2,70
Super built-up  Area,Ready To Move,"Devarabeesana Halli,Bangalore",3 BHK,Thionav,1738,3,2,110
Super built-up  Area,Ready To Move,"Devarabisanahalli,Bangalore",2 BHK,Spdoren,1350,2,3,80
Plot  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 Bedroom,,1200,2,2,83
Plot  Area,Ready To Move,"Devarachikkanahalli,Bangalore",3 Bedroom,,1200,3,1,160
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,,1170,2,2,40
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",3 BHK,Shireru,1425,2,2,65
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,,947,2,2,43
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Ladenea,1130,2,2,36
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",3 BHK,,1417,2,2,76
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Wiaysld,1230,2,1,58
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",3 BHK,Wiaysld,1705,3,2,75
Built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Sarch M,1116,2,1,47
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Prsorhi,991,2,2,40
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",3 BHK,Heate L,1700,3,1,71
Super built-up  Area,18-05-2023,"Devarachikkanahalli,Bangalore",3 BHK,,1250,2,3,44
Built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",1 BHK,,615,1,1,24
Plot  Area,Ready To Move,"Devarachikkanahalli,Bangalore",8 Bedroom,,1350,7,0,85
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Clntsrt,1250,2,2,40
Super built-up  Area,Ready To Move,"Devarachikkanahalli,Bangalore",2 BHK,Wiaysld,1230,2,1,58
Plot  Area,Ready To Move,"Devasandra Extension,Bangalore",6 Bedroom,,1200,6,3,180
Super built-up  Area,Ready To Move,"Devasandra Extension,Bangalore",2 BHK,,1090,2,2,32
Built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",2 BHK,,1200,2,1,65
Built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",3 BHK,Grmes L,1460,3,2,70
Built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",2 BHK,CMhidal,1090,2,2,45
Super built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",2 BHK,CMhidal,946,2,2,45
Built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",3 BHK,Grmes L,1470,2,3,60
Super built-up  Area,Ready To Move,"Devasthanagalu,Bangalore",2 BHK,CMhidal,1057,2,1,42
Super built-up  Area,Ready To Move,"Devi Nagar,Bangalore",2 BHK,RMerslu,1100,2,1,61
Built-up  Area,Ready To Move,"Devi Nagar,Bangalore",2 BHK,Deiten ,1200,2,2,45
